Designator,Mid X,Mid Y,Rotation,Layer
BAR1,165.1,-99.06,0.0,top
J1,177.546,-110.49,270.0,top
J2,186.944,-99.06,180.0,top
J3,178.13,-88.9,0.0,top
RN1,157.48,-100.33,90.0,top
U1,178.13,-97.917,180.0,top
